id,country_id,name
BVJ0,MT,Partnership en commendite or limited partnership
BVJ0,MT,Soċjetà in akkomandita jew soċjetà limitata
C061,MT,Public Limited Liability Company
C061,MT,kumpanija pubblika
CR7N,MT,European Company
CR7N,MT,Societas Europaea
DJ2D,MT,sole trader
F5X7,MT,cooperative
J4S1,MT,association
JOZN,MT,Partnership en nom collectif
JOZN,MT,soċjetà f’isem kollettiv
V89C,MT,Private Limited Liability Company
V89C,MT,kumpanija privata
YB0U,MT,European Economic Interest Grouping
DSII,MH,Corporation
EZL8,MH,Limited Liability Company
S69C,MH,Limited Partnership
UW1C,MH,Partnership
4AJY,MU,Business
6M6Z,MU,Public Companies Limited By Guarantee
AOS4,MU,Private Companies Limited By Guarantee
B0LD,MU,Ministries And Parastal Bodies
BVPF,MU,Cooperatives
G7H0,MU,Private Companies
J76S,MU,Limited Partnerships
JWWT,MU,Foundations
O786,MU,Société
RJYT,MU,Trade Unions
RTVE,MU,Limited Liability Partnerships
S2J1,MU,Others
XXCZ,MU,Public Companies
ZTUI,MU,Associations
23XJ,MX,"Sociedad anónima de capital variable, sociedad de información crediticia"
2LNV,MX,"Sociedad anónima de capital variable, institución de seguros"
2NAI,MX,Comunidad
2RVP,MX,"Sociedad anónima promotora de inversión de capital variable, sociedad financiera de objeto múltiple, entidad no regulada"
31N9,MX,Partido político
3WVI,MX,Sociedad de Responsabilidad Limitada Microindustrial
449I,MX,Sociedad de responsabilidad limitada
4HBI,MX,Sociedad cooperativa de ahorro y préstamo de capital variable
5AWU,MX,Asociación civil
5K70,MX,"Sociedad anónima bursátil de capital variable, casa de bolsa"
6EYT,MX,Sociedad por acciones simplificada de capital variable
761Z,MX,Sociedad de producción rural de responsabilidad limitada de capital variable
776G,MX,Sociedad de producción rural de responsabilidad ilimitada
784B,MX,"Sociedad anónima de capital variable, sociedad controladora"
7G15,MX,Sociedad Nacional de Crédito
7H63,MX,Sociedad civil
7L83,MX,Unión ganadera regional especializada
7PKK,MX,Sociedad en comandita simple de capital variable
8AGD,MX,Unión ganadera regional general
8M3D,MX,Sociedad cooperativa de productores de bienes y/o servicios de capital variable
8MY7,MX,"Sociedad anónima de capital variable, valuadora de acciones de fondos de inversión"
8QZA,MX,Sociedad cooperativa de responsabilidad limitada de capital variable
8RRB,MX,Sociedad cooperativa de ahorro y préstamo
8ZUV,MX,"Sociedad anónima, sociedad financiera de objeto múltiple, entidad regulada"
96OC,MX,Sociedad cooperativa
A2A8,MX,Sociedad en comandita por acciones
ANXC,MX,Federación de sindicatos
AOKU,MX,Unión de ejidos
B3WQ,MX,"Sociedad anónima de capital variable, unión de crédito"
B8CE,MX,Sociedad anónima
BFIV,MX,"Sociedad anónima, casa de cambio"
BOF1,MX,Sociedad en nombre colectivo
C4Z4,MX,Asociación rural de interés colectivo
CAF9,MX,"Sociedad anónima, centro cambiario"
COVJ,MX,Organismo de integración financiera rural
CU5R,MX,Asociación ganadera local general
CU68,MX,Sociedad cooperativa limitada de capital variable
DBU3,MX,"Sociedad anónima  de capital variable, financiera comunitaria"
DHY2,MX,Sociedad anónima financiera comunitaria
DNF1,MX,"Sociedad anónima, sociedad financiera de objeto múltiple, entidad no regulada"
DU8H,MX,Sociedad cooperativa de consumidores de bienes y/o servicios de capital variable
E0YZ,MX,Sociedad de producción rural de responsabilidad suplementada
EHWD,MX,"Sociedad anónima de capital variable, de inversión especializada de fondos para el retiro"
F3L5,MX,Fondos de Aseguramiento Agropecuario y Rural
FVTS,MX,Unión de sociedades de producción rural
G3JV,MX,"Sociedad anónima de capital variable, operadora de fondos de inversión"
G522,MX,Sociedad cooperativa de consumidores de bienes y/o servicios
G73Q,MX,"Sociedad anónima de capital variable, contraparte central de valores"
GNNT,MX,"Sociedad anónima de capital variable, administradora de fondos para el retiro"
GW1T,MX,Sociedad anónima bursátil
GXBE,MX,"Sociedad anónima promotora de inversión de capital variable, sociedad financiera de objeto múltiple, entidad regulada"
H725,MX,"Sociedad anónima de capital variable, fondo de inversión de objeto limitado"
HKWO,MX,"Sociedad anónima de capital variable, sociedad financiera de objeto múltiple, entidad no regulada"
ICXT,MX,"Sociedad anónima de capital variable, institución para el depósito de valores"
IWNQ,MX,"Sociedad anónima de capital variable, institución de financiamiento colectivo"
JGV1,MX,Sociedad anónima de capital variable
JN6Y,MX,Sociedad cooperativa de capital variable
JRAQ,MX,Agrupaciones financieras
JSTL,MX,Sociedad de solidaridad social
JZ1I,MX,Sindicato
L2MQ,MX,Sociedad de responsabilidad limitada de interés público de capital variable
L9JC,MX,Sociedad anónima bursátil de capital variable
LBPW,MX,"Sociedad anónima  de capital variable, financiera popular"
LJTR,MX,Sociedad por acciones simplificada
LOB9,MX,"Sociedad propietaria de tierras agrícolas, ganaderas o forestales"
LVRX,MX,"Sociedad anónima, almacén general de depósito, organización auxiliar del crédito"
M0SL,MX,Municipio
M44Q,MX,"Sociedad anónima de capital variable, centro cambiario"
MAM6,MX,Institución de asistencia privada
MB35,MX,Ejido
N0JF,MX,"Sociedad anónima, bolsa de valores"
N124,MX,"Sociedad anónima de capital variable, institución de fondos de pago electrónico"
NA09,MX,Asociación religiosa
NHBK,MX,"Sociedad anónima de capital variable, fondo de inversión de capitales"
NSZI,MX,Unidad agrícola industrial de la mujer
O15R,MX,"Sociedad anónima de capital variable, casa de cambio"
OZ3O,MX,Sociedad anónima promotora de inversión bursátil
P28E,MX,"Sociedad anónima de capital variable, sociedad financiera de objeto múltiple, entidad regulada"
P7VS,MX,Sociedad anónima institución de fianzas
P8D7,MX,Sociedad anónima institución de banca múltiple
PG49,MX,Confederación de sindicatos
Q7WY,MX,"Sociedad anónima de capital variable, almacén general de depósito, organización auxiliar del crédito"
QAUY,MX,Sociedad de producción rural de responsabilidad limitada
QM7Z,MX,"Sociedad anónima de capital variable, casa de bolsa"
QZB4,MX,"Sociedad anónima bursátil de capital variable, bolsa de valores"
R8PY,MX,"Sociedad anónima de capital variable, bolsa de valores"
RCE0,MX,"Sociedad anónima de capital variable, fondo de inversión de renta variable"
RCJS,MX,Corporaciones de carácter público reconocidos por la legislación mexicana
RKLI,MX,"Sociedad anónima, sociedad de información crediticia"
RQDD,MX,"Sociedad anónima bursátil, sociedad financiera de objeto múltiple, entidad regulada"
RR3L,MX,Sociedad anónima promotora de inversión bursátil de capital variable
S6M8,MX,Sociedad nacional de crédito institución de banca de desarrollo
S8DM,MX,Sociedad anónima institución de seguros
SKO4,MX,Sociedad mutualista
TPJZ,MX,Sociedad anónima promotora de inversión
TTIF,MX,"Sociedad anónima bursátil de capital variable, sociedad financiera de objeto múltiple, entidad no regulada"
TYW0,MX,"Sociedad anónima bursátil de capital variable, sociedad controladora"
U77P,MX,"Sociedad anónima de capital variable, institución de fianzas"
U901,MX,Instituciones de Seguros
UBV0,MX,"Sociedad anónima de capital variable, fondo de inversión en instrumentos de deuda"
VATV,MX,Sociedad anónima promotora de inversión de capital variable
VIOQ,MX,Estado
VN3F,MX,Sociedad cooperativa de productores de bienes y/o servicios
W9WS,MX,Empresa productiva del estado
X9J8,MX,Asociación ganadera local especializada
XDGC,MX,Sociedad cooperativa limitada
XEN5,MX,Sociedad en comandita simple
XLVZ,MX,Sociedad de responsabilidad limitada de capital variable
XSZY,MX,Sociedad anónima financiera popular
YRI0,MX,Fideicomiso público de fomento económico
ZAIS,MX,Sociedad en nombre colectivo de capital variable
ZXVG,MX,Sociedad en comandita por acciones de capital variable
528Z,MC,Société en Commandite Simple
CWTQ,MC,Société Anonyme Monégasque
DA06,MC,Société à Responsabilité Limitée
GWZF,MC,Société Civile Particulière
TU6A,MC,Société en Nom Collectif
X7W6,MC,Entreprise en Nom Personnel
33MN,NL,vereniging
4QXM,NL,eenmanszaak
54M6,NL,besloten vennootschap met beperkte aansprakelijkheid
5WU6,NL,Europees Economisch Samenwerkingsverband
62Y3,NL,vennootschap onder firma
9AAK,NL,maatschap
A0W7,NL,publiekrechtelijke rechtspersoon
B5PM,NL,naamloze vennootschap
BBEB,NL,Europese naamloze vennootschap (Societas Europaea)
CODH,NL,commanditaire vennootschap
DEO1,NL,onderlinge waarborgmaatschappij
EZQW,NL,rechtspersoon in oprichting
GNXT,NL,vereniging van eigenaars
JHK5,NL,fonds voor gemene rekening
L7HX,NL,kerkgenootschap
M1IZ,NL,Overige Privaatrechtelijke Rechtspersoon
NFFH,NL,coöperatie
UNJ2,NL,rederij
V44D,NL,stichting
Y3ZB,NL,Societas Cooperativa Europaea
4LEA,NZ,Unlimited Liability Company
F7KI,NZ,Limited Partnership
P2R9,NZ,Limited Liability Company
Z6ZU,NZ,Cooperative Company
149O,MK,Komanditno drustvo so akcii
DTIU,MK,Akcionersko drustvo
HEXO,MK,Javno trgovsko pretprijatie
JCK1,MK,Stopanska interesna zaednica
KHAB,MK,Drustvo so ogranicena odgvornost
KXDY,MK,"Podruznica na stransko trgovsko drustvo, odnosno na stranski trgovec poedinec"
VPFY,MK,Trgovec poedinec
XH7Z,MK,Komanditno drustvo
326Y,NO,Ansvarlig selskap
3C7U,NO,Stiftelse
3L58,NO,Kommunalt foretak
4ZRR,NO,Norskregistrert utenlandsk foretak
50TD,NO,Statsforetak
5ZTZ,NO,Fylkeskommunalt foretak
8S9H,NO,Gjensidig forsikringsselskap
9DI1,NO,Boligbyggelag
AEV1,NO,Partrederi
BJ65,NO,Pensjonskasse
CF5L,NO,"Ansvarlig selskap, delt ansvar"
DRPL,NO,Europeisk økonomisk foretaksgruppe
EXD7,NO,Enkeltpersonforetak
FSBD,NO,Forening/lag/innretning (eller bare forening?)
GYY6,NO,Annen juridisk person
IQGE,NO,Allmennaksjeselskap
K5P8,NO,Samvirkeforetak
LJJW,NO,Verdipapirfond
M9IQ,NO,Kommandittselskap
O0EU,NO,Borettslag
O7LB,NO,Europeisk samvirkeforetak
PB3V,NO,Konkursbo
Q0Q1,NO,Selskap med begrenset ansvar
R71C,NO,Sparebank
V06W,NO,Europeisk selskap
YI42,NO,Aksjeselskap
YTMC,NO,Interkommunalt selskap
ZQ0Q,NO,Eierseksjonssameie
4XMS,PK,Private Limited Company(multi member)
7IYW,PK,Company Limited by Guarantee( having share capital)
88OX,PK,Private Limited Company(Single member)
LH0Q,PK,Unlimited Company
MOI8,PK,Public Limited Company(not-for profit association)
QR25,PK,Company Limited by Guarantee( without share capital)
RKYF,PK,Public Limited Company(unlisted)
VQV6,PK,Public Limited Company (listed)
XBK3,PK,Limited Liability Partnership
6TPA,PA,Sociedad Anónima
BSN7,PA,Asociación
GDT9,PA,Sociedad Civil
JS13,PA,Sociedad de Responsabilidad Limitada
PY5Y,PA,Sociedad en Comandita por acciones
UNCO,PA,Fundación de Interés Privado
V5VG,PA,Sociedad en Comandita simple
VIMA,PA,Micro-empresa de Responsabilidad Limitada
6UED,PG,Local Company
WHCV,PG,Foreign Enterprise
ZE1G,PG,Overseas Company
48X2,PY,Empresa Unipersonal De Responsabilidad Limitada
4QBB,PY,Sociedad En Comandita Simple
78SG,PY,Empresa Unipersonal
IJAO,PY,Sociedad Anonima
K08V,PY,Sociedad De Responsabilidad Limitada
LNG8,PY,Sociedad En Comandita Por Acciones
1MQ6,PE,Sociedad en Comandita por Acciones
37G2,PE,Sociedad por Acciones Cerrada Simplificada
3LHF,PE,Sociedad Colectiva
4LCX,PE,Empresas de Derecho Público
649C,PE,Sociedad Civil de Responsabilidad Limitada
73C0,PE,Sociedad Comercial de Responsabilidad Limitada
AABQ,PE,Empresas Multicomunales
CHX6,PE,Sociedad Anónima Cerrada
H8G2,PE,Empresa Individual de Responsabilidad Limitada
I695,PE,Socieda Anónima
P53M,PE,Cooperativas
PKRY,PE,Socieda Anónima Abierta
QQWG,PE,Sociedad Civil
RFJT,PE,Sociedad en Comandita Simple
YMBC,PE,Sociedad legal
76ME,PH,nonstock corporation
IODM,PH,educational corporation
KJOW,PH,one person corporation
SPX9,PH,close corporation
WHGH,PH,stock corporation
ZJEX,PH,religious corporation
13ZV,PL,samodzielny publiczny zakład opieki zdrowotnej
3BJG,PL,spółka partnerska
5F76,PL,"cechy i izby rzemieślnicze, izby gospodarcze"
60BG,PL,"organy władzy, administracji rządowej, kontroli państwowej i ochrony prawa oraz sądy i trybunały"
629I,PL,spółka jawna
6LUM,PL,główny oddział zagranicznego zakładu reasekuracji
6OYI,PL,zrzeszenie
85PM,PL,Europejskie Zgrupowanie Interesów Gospodarczych
8TOF,PL,spółdzielnia
96XK,PL,fundacja
AL9T,PL,samorządowe jednostki organizacyjne
B21W,PL,prosta spółka akcyjna
BSJT,PL,spółka komandytowa
CY1M,PL,instytucje gospodarki budżetowej
EU0T,PL,towarzystwo reasekuracji wzajemnej
F21U,PL,Skarb Państwa
FANM,PL,kółka rolnicze
FJ0E,PL,spółka akcyjna
FQ5Y,PL,organizacje społeczne i zawodowe
GZE5,PL,wspólnota mieszkaniowa
H7OD,PL,spółdzielcza kasa oszczędnościowo-kredytowa
HOT8,PL,partie polityczne
J3A3,PL,spółka europejska
JCKO,PL,państwowe jednostki organizacyjne
KM66,PL,instytuty badawcze
LT9U,PL,związek zawodowy
O7XB,PL,spółka z ograniczoną odpowiedzialnością
OMX0,PL,spółka komandytowo-akcyjna
P1L1,PL,główny oddział zagranicznego zakładu ubezpieczeń
QUX1,PL,otwarty fundusz emerytalny
QYL4,PL,placówki systemu oświaty
RBHP,PL,fundusz inwestycyjny
RUCO,PL,oddział przedsiębiorcy zagranicznego
SMIS,PL,przedsiębiorstwo państwowe
SP4S,PL,kościoł i związki wyznaniowe
SVA3,PL,fundusze inne niż inwestycyjne i inne niż otwarte fundusze emerytalne
T7PB,PL,wspólnoty samorządowe
WNX1,PL,towarzystwo ubezpieczeń wzajemnych
WOK7,PL,związki inne niż zawodowe
WUJ2,PL,uczelnia
YLZL,PL,spółka cywilna
ZVVM,PL,osoby fizyczne prowadzące działalność gospodarczą
ZZKE,PL,stowarzyszenie i związki stowarzyszeń
1HGD,PT,Cooperativa
5KVH,PT,Cooperativa de 2º Grau
68PD,PT,Representação Permanente
6IK8,PT,Entidade Empresarial Intermunicipal
6L6P,PT,Fundo
99JD,PT,Agrupamento Europeu de Interesse Económico
A8CT,PT,Entidade Pública Empresarial
ALPT,PT,Associação
D7OA,PT,Entidade Empresarial Municipal
DFE5,PT,Sociedade Anónima
IX01,PT,Empresa Intermunicipal
KUUV,PT,Organismo da Administração Pública
MFHR,PT,Sociedade Anónima Europeia
N66B,PT,Sociedade em Nome Coletivo
NIQY,PT,Entidade Empresarial Metropolitana
OXUC,PT,Sociedade em Comandita
P5S3,PT,Pessoa Coletiva de Direito Público
PIDC,PT,Empresa Municipal
QFXD,PT,Pessoa Coletiva Internacional
USOG,PT,Sociedade por Quotas
V6YL,PT,Societas Cooperativa Europaea
VF4C,PT,Sociedade Unipessoal por Quotas
W9W3,PT,Sociedade Anónima Desportiva
XD16,PT,Empresa Metropolitana
XMXM,PT,Fundo
YMLD,PT,Agrupamento Complementar de Empresas
Z0NE,PT,Fundação
ZILA,PT,Estabelecimento Individual de Responsabilidade Limitada
ZSWE,PT,Empresa Regional
IKBN,PT,Trust
Z7ZX,PT,Sucursal Financeira Exterior
194I,PR,Professional Corporation
194I,PR,Corporación Especial para el Desarrollo Municipal
1TG4,PR,Low Profit LLC
1TG4,PR,Compañía de Responsabilidad Limitada con Fin Social
35RF,PR,Limited Liability Company
35RF,PR,Compañía de Responsabilidad Limitada
3QX8,PR,Limited Liability Company
3QX8,PR,Cooperative de Juvenil
4XY9,PR,Trust
4XY9,PR,Entidad Financiera Internacional (Corporación)
6DE6,PR,Close Corporation
6DE6,PR,Centro Bancario Internacional (Corporación)
7JAI,PR,Special Employee Owned Corporation
7JAI,PR,Empressa Municipal
81YI,PR,International Financial Entity (LLC)
81YI,PR,Cooperative de Trabajadores
87N3,PR,Cooperativa de Consumo
87N3,PR,Consumer Cooperative
9EGO,PR,Bank (LLC)
9EGO,PR,Banco (CRL)
A4MM,PR,International Banking Center (Corporation)
A4MM,PR,Compañía de Seguros
BQ6L,PR,Sponsored By Municipal Corporation
BQ6L,PR,Entidad Financiera Internacional (CRL)
C907,PR,Youth Cooperative
C907,PR,Sociedad de Responsabilidad Limitada
D5L6,PR,Consumer Cooperative
D5L6,PR,Centro Bancario Internacional (CRL)
D8XQ,PR,Municipal Enterprise
D8XQ,PR,Empressa Municipal
DE7H,PR,Professional Corporation
DE7H,PR,Corporación Professional
E85L,PR,Limited Liability Partnership
E85L,PR,Corporación
EQQP,PR,Special Employee Owned Corporation
EQQP,PR,Corporación Especial Propiedad de Trabajadores
ERUM,PR,Public Benefit Corporation
ERUM,PR,Corporación Especial Propiedad de Trabajadores
GCP3,PR,International Financial Entity (LLC)
GCP3,PR,Entidad Financiera Internacional (CRL)
GL33,PR,Centro Bancario Internacional (Corporación)
GL33,PR,International Banking Center (Corporation)
GRH5,PR,Workers Cooperative
GRH5,PR,Cooperativa de Trabajadores
I1WG,PR,Municipal Enterprise
I1WG,PR,Corporación de Beneficio Social
I6FV,PR,Savings & Credit Cooperative
I6FV,PR,Cooperativa de Ahorro y Crédito
INDH,PR,Corporation
INDH,PR,Compañía de Responsabilidad Limitada
JJ1V,PR,Trust
JJ1V,PR,Fideicomiso
ME4Y,PR,Public Benefit Corporation
ME4Y,PR,Corporación de Beneficio Social
O2JM,PR,Youth Cooperative
O2JM,PR,Cooperativa de Juvenil
O4QG,PR,Limited Liability Partnership
O4QG,PR,Sociedad de Responsabilidad Limitada
O8XV,PR,Commercial Bank
RA5B,PR,International Banking Center (LLC)
RA5B,PR,Centro Bancario Internacional (CRL)
SOQ1,PR,Workers Cooperative
SOQ1,PR,Fideicomiso
SQXC,PR,Insurance Company
SQXC,PR,Compañía de Responsabilidad Limitada con Fin Social
T2JS,PR,Close Corporation
T2JS,PR,Corporación Intima
TEGV,PR,Special Corporation for Municipal Development
TEGV,PR,Corporación Especial para el Desarrollo Municipal
TPFL,PR,Bank (Corporation)
TPFL,PR,Banco (Corporación)
UL6C,PR,Savings & Credit Cooperative
UL6C,PR,Corporación Intima
VKSV,PR,Insurance Company
VKSV,PR,Compañía de Seguros
W6NI,PR,International Financial Entity (Corporation)
W6NI,PR,Entidad Financiera Internacional (Corporación)
XK6L,PR,International Financial Entity (Corporation)
XK6L,PR,Cooperative de Consumo
XUYT,PR,International Banking Center (LLC)
XUYT,PR,Cooperative de Ahorro y Crédito
Y21X,PR,Sponsored By Municipal Corporation
Y21X,PR,Corporación Auspiciada Por Municipios
Y3T2,PR,Special Corporation for Municipal Development
Y3T2,PR,Corporación Professional
Y7LW,PR,Low Profit LLC
Y7LW,PR,Corporación Auspiciada Por Municipios
YS16,PR,Corporation
YS16,PR,Corporación
ADV0,QA,Sharika That Almasuliah Almahduda
B4L0,QA,Sharikat Almahasah
KHBL,QA,Sharikat Altawsia Albasita
OR18,QA,Sharikat Altadamun
QZ84,QA,Sharikat Almusahama Alaamah
RN1W,QA,Sharikat Altawsia Blas'hoom
W50Q,QA,Sharikat Almusahama Alkhasa
1CDX,RO,Societate europeană
37II,RO,Cooperativă meșteșugărească
4V0A,RO,Grupul european de interes economic
5NCK,RO,Organizație non-guvernamentală
7B9H,RO,Societate cooperativă
7W9B,RO,Organizații cooperatiste de credit și casele centrale ale acestora
85K5,RO,Reprezentanta
8FD2,RO,Cooperativă de consum
AI01,RO,Persoana fizica independentă
ANDT,RO,Societate pe acţiuni
CTBD,RO,Alte forme de proprietate
CUGP,RO,Regie autonomă
DUGD,RO,Intreprindere individuala
EFBR,RO,Grupul de interes economic
F0BK,RO,Societate agricolă
F68H,RO,Societate în nume colectiv
FJQ8,RO,Persoana fizica autorizata
GT4V,RO,Cooperativă de credit
I15K,RO,Cooperativă agricolă
I9BB,RO,Sucursala
NFRJ,RO,Reprezentant fiscal
SWMK,RO,Societate în comandită pe acţiuni
TH8A,RO,Asociatie familiala
UWEE,RO,Societate Cooperativă Europeană
V0FL,RO,Societate în comandită simplă
XHN1,RO,Societate cu răspundere limitată
15A2,RU,Ob yedineniya (assotsiatsii i soyuzy) blagotvoritel'nykh organizatsiy
17R7,RU,Obshchestva s ogranichennoy otvetstvennost'yu
1MJ0,RU,Krest'yanskiye (fermerskiye) khozyaystva
1RJ2,RU,Avtonomnyye nekommercheskiye organizatsii
1U7Y,RU,Blagotvoritel'nyye uchrezhdeniya
24TU,RU,Soyuzy (assotsiatsii) obshchestvennykh ob yedineniy
2H36,RU,Soyuzy (assotsiatsii) kooperativov
2OTW,RU,Munitsipal'nyye avtonomnyye uchrezhdeniya
2R46,RU,Tovarishchestva sobstvennikov zhil'ya
37YG,RU,Federal'nyye kazennyye predpriyatiya
3AMJ,RU,Sel'skokhozyaystvennyye proizvodstvennyye kooperativy
3EAX,RU,Proizvodstvennyye kooperativy (krome sel'skokhozyaystvennykh proizvodstvennykh kooperativov)
3F98,RU,Uchrezhdeniya
3TOV,RU,Profsoyuznyye organizatsii
3U8X,RU,"Prochiye yuridicheskiye litsa, yavlyayushchiyesya kommercheskimi organizatsiyami"
4PZX,RU,"Uchrezhdeniya, sozdannyye sub yektom Rossiyskoy Federatsii"
4TYO,RU,Publichnyye aktsionernyye obshchestva
4VTZ,RU,Assotsiatsii (soyuzy)
5VMR,RU,"Advokaty, uchredivshiye advokatskiy kabinet"
6H83,RU,Sel'skokhozyaystvennyye potrebitel'skiye zhivotnovodcheskiye kooperativy
8B9A,RU,Zhilishchnyye ili zhilishchno-stroitel'nyye kooperativy
8JWV,RU,Gosudarstvennyye akademii nauk
8MQM,RU,Gosudarstvennyye byudzhetnyye uchrezhdeniya sub yektov Rossiyskoy Federatsii
8NF7,RU,Federal'nyye gosudarstvennyye byudzhetnyye uchrezhdeniya
8NZE,RU,"Sadovodcheskiye, ogorodnicheskiye ili dachnyye potrebitel'skiye kooperativy"
8RIH,RU,Publichno-pravovyye kompanii
8XDD,RU,Sovety munitsipal'nykh obrazovaniy sub yektov Rossiyskoy Federatsii
9M15,RU,Central'nyj bank
9RQZ,RU,Gosudarstvennyye unitarnyye predpriyatiya sub yektov Rossiyskoy Federatsii
AS78,RU,Advokatskiye byuro
B5GH,RU,"Kazach'i obshchestva, vnesennyye v gosudarstvennyy reyestr kazach'ikh obshchestv v Rossiyskoy Federatsii"
BLVV,RU,Kreditnyye potrebitel'skiye kooperativy
BQ3A,RU,Garazhnyye i garazhno-stroitel'nyye kooperativy
BZQL,RU,Organizatsionno-pravovyye formy dlya deyatel'nosti grazhdan (fizicheskikh lits)
C3RQ,RU,"Organizatsionno-pravovyyу formy yuridicheskikh lits, yavlyayushchikhsya kommercheskimi korporativnymi organizatsiyami"
C7TI,RU,"Assotsiatsii (soyuzy) sadovodcheskikh, ogorodnicheskikh i dachnykh nekommercheskikh ob yedineniy"
CKTA,RU,Nekommercheskiye partnerstva
CN7I,RU,Fondy prokata
D094,RU,Ekologicheskiye fondy
D84J,RU,Obshchestvennyye organizatsii
DO25,RU,Gosudarstvennyye kompanii
DZSY,RU,Kazennyye predpriyatiya sub yektov Rossiyskoy Federatsii
E0VI,RU,Gosudarstvennyye korporatsii
EH3M,RU,Obshchestvennyye fondy
EWQF,RU,Organizatsionno-pravovyye formy dlya kommercheskoy deyatel'nosti grazhdan
FWGK,RU,Munitsipal'nyye byudzhetnyye uchrezhdeniya
FZKX,RU,Proizvodstvennyye kooperativy (arteli)
G2CW,RU,Territorial'nyye obshchestvennyye samoupravleniya
GHC5,RU,Sel'skokhozyaystvennyye potrebitel'skiye ogorodnicheskiye kooperativy
GQRJ,RU,"Uchrezhdeniya, sozdannyye Rossiyskoy Federatsiyey"
GWHK,RU,Obshchiny korennykh malochislennykh narodov Rossiyskoy Federatsii
GZF9,RU,Strukturnyye podrazdeleniya obosoblennykh podrazdeleniy yuridicheskikh lits
H2AF,RU,Tovarishchestva sobstvennikov nedvizhimosti
H2P4,RU,Kreditnyye kooperativy vtorogo urovnya
H4NY,RU,Advokatskiye palaty
HKKL,RU,Federal'nyye gosudarstvennyye avtonomnyye uchrezhdeniya
HUET,RU,Religioznyye organizatsii
HUR1,RU,Sel'skokhozyaystvennyye potrebitel'skiye obsluzhivayushchiye kooperativy
I9O1,RU,Sel'skokhozyaystvennyye potrebitel'skiye pererabatyvayushchiye kooperativy
I9V2,RU,"Organizatsionno-pravovyye formy yuridicheskikh lits, yavlyayushchikhsya nekommercheskimi unitarnymi organizatsiyami"
IBSS,RU,Sel'skokhozyaystvennyye potrebitel'skiye snabzhencheskiye kooperativy
IC46,RU,Sel'skokhozyaystvennyye arteli (kolkhozy)
ILY0,RU,Samoreguliruyemyye organizatsii
J18N,RU,Tovarishchestva na vere (kommanditnyye tovarishchestva)
J7NW,RU,Prostyye tovarishchestva
JPMQ,RU,"Organizatsionno-pravovyye formy organizatsiy, sozdannykh bez prav yuridicheskogo litsa"
JZBN,RU,Nepublichnyye aktsionernyye obshchestva
KLA2,RU,Khozyaystvennyye tovarishchestva
KOYR,RU,Glavy krest'yanskikh (fermerskikh) khozyaystv
KVSH,RU,Organy obshchestvennoy samodeyatel'nosti
KZC6,RU,Fondy
LLL8,RU,Otdeleniya inostrannykh nekommercheskikh nepravitel'stvennykh organizatsiy
LYTH,RU,Blagotvoritel'nyye fondy
MG22,RU,Gosudarstvennyye avtonomnyye uchrezhdeniya sub yektov Rossiyskoy Federatsii
MT3A,RU,Otkrytoye aktsionernoye obshchestvo
MV1C,RU,Potrebitel'skiye obshchestva
MVSF,RU,Ob yedineniya fermerskikh khozyaystv
NRK9,RU,Obshchestvennyye uchrezhdeniya
NZ85,RU,Politicheskiye partii
O1KO,RU,Sel'skokhozyaystvennyye potrebitel'skiye sbytovyye (torgovyye) kooperativy
OCIS,RU,Federal'nyye gosudarstvennyye unitarnyye predpriyatiya
OPLQ,RU,Predstavitel'stva yuridicheskikh lits
OVLN,RU,"Unitarnyye predpriyatiya, osnovannyye na prave operativnogo upravleniya (kazennyye predpriyatiya)"
P9CF,RU,Individual'nyye predprinimateli
PA5X,RU,Assotsiatsii (soyuzy) ekonomicheskogo vzaimodeystviya sub yektov Rossiyskoy Federatsii
PDYW,RU,Sel'skokhozyaystvennyye potrebitel'skiye sadovodcheskiye kooperativy
PJRZ,RU,Notarial'nyye palaty
Q9FA,RU,Mezhpravitel'stvennyye mezhdunarodnyye organizatsii
QCRH,RU,Khozyaystvennyye obshchestva
QFGM,RU,Potrebitel'skiye kooperativy
QKFU,RU,"Uchrezhdeniya, sozdannyye munitsipal'nym obrazovaniyem (munitsipal'nyye uchrezhdeniya)"
QMEH,RU,Obshchestva vzaimnogo strakhovaniya
QQS1,RU,"Organizatsionno-pravovyye formy mezhdunarodnykh organizatsiy, osushchestvlyayushchikh deyatel'nost' na territorii rossiyskoy federatsii"
QSXT,RU,"Notariusy, zanimayushchiyesya chastnoy praktikoy"
QUMQ,RU,"Unitarnyye predpriyatiya, osnovannyye na prave khozyaystvennogo vedeniya"
R71T,RU,Aktsionernyye obshchestva
RJUK,RU,"Sadovodcheskiye, ogorodnicheskiye ili dachnyye nekommercheskiye tovarishchestva"
SDVV,RU,Ob yedineniya rabotodateley
SIPP,RU,"Organizatsionno-pravovyye formy dlya deyatel'nosti grazhdan, ne otnesennoy k predprinimatel'stvu"
TLDB,RU,Soyuzy potrebitel'skikh obshchestv
TMIG,RU,Federal'nyye gosudarstvennyye kazennyye uchrezhdeniya
UTBN,RU,Kollegii advokatov
UY49,RU,"Rayonnyye sudy, gorodskiye sudy, mezhrayonnyye sudy (rayonnyye sudy)"
VA0A,RU,Rybolovetskiye arteli (kolkhozy)
VAB6,RU,Obosoblennyye podrazdeleniya yuridicheskikh lits
